"spatial_scale","climates","type","probas","time_window"
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.490883232,20
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.244641513627932,20
"global","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,20
"global","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.99647440219504,20
"global","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.62339659842355,20
"global","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.991185601528,20
"global","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.95254877871184,20
"global","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.256157356315637,20
"global","gfdl-esm4 ssp126","at_least_one_5_up",0.9900844076584,10
"global","gfdl-esm4 ssp126","at_least_one_10_up",0.742863819573,10
"global","gfdl-esm4 ssp126","at_least_one_25_up",0,10
"global","gfdl-esm4 ssp126","at_least_one_5_down",1,10
"global","gfdl-esm4 ssp126","at_least_one_10_down",0.25,10
"global","gfdl-esm4 ssp126","at_least_one_25_down",0,10
"global","gfdl-esm4 ssp126","at_least_one_5_up_down",0.9900844076584,10
"global","gfdl-esm4 ssp126","at_least_one_10_up_down",0.18571595489325,10
"global","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"global","gfdl-esm4 ssp126","at_least_two_5_down",0.34543,10
"global","gfdl-esm4 ssp126","at_least_two_10_down",0,10
"global","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"global","gfdl-esm4 ssp126","at_least_three_5_down",0.0272699999999999,10
"global","gfdl-esm4 ssp126","at_least_three_10_down",0,10
"global","gfdl-esm4 ssp126","at_least_three_25_down",0,10
"global","gfdl-esm4 ssp585","at_least_one_5_up",0.9768636178696,10
"global","gfdl-esm4 ssp585","at_least_one_10_up",0.9614340497989,10
"global","gfdl-esm4 ssp585","at_least_one_25_up",0.547444848,10
"global","gfdl-esm4 ssp585","at_least_one_5_down",1,10
"global","gfdl-esm4 ssp585","at_least_one_10_down",1,10
"global","gfdl-esm4 ssp585","at_least_one_25_down",0.490873636,10
"global","gfdl-esm4 ssp585","at_least_one_5_up_down",0.9768636178696,10
"global","gfdl-esm4 ssp585","at_least_one_10_up_down",0.9614340497989,10
"global","gfdl-esm4 ssp585","at_least_one_25_up_down",0.268726243047227,10
"global","gfdl-esm4 ssp585","at_least_two_5_down",0.92066730595372,10
"global","gfdl-esm4 ssp585","at_least_two_10_down",0.90744519027934,10
"global","gfdl-esm4 ssp585","at_least_two_25_down",0.0797867679999999,10
"global","gfdl-esm4 ssp585","at_least_three_5_down",0.58545957029752,10
"global","gfdl-esm4 ssp585","at_least_three_10_down",0.53840635813774,10
"global","gfdl-esm4 ssp585","at_least_three_25_down",0.0040395959999999,10
"global","ipsl-cm6a-lr ssp126","at_least_one_5_up",0.669406703191,10
"global","ipsl-cm6a-lr ssp126","at_least_one_10_up",0.434330707,10
"global","ipsl-cm6a-lr ssp126","at_least_one_25_up",0,10
"global","ipsl-cm6a-lr ssp126","at_least_one_5_down",0.973553564965294,10
"global","ipsl-cm6a-lr ssp126","at_least_one_10_down",0.5041285131529,10
"global","ipsl-cm6a-lr ssp126","at_least_one_25_down",0,10
"global","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.651703282303263,10
"global","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.218958493536558,10
"global","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"global","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.7839440864035,10
"global","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.1143256468223,10
"global","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,10
"global","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.378396853128158,10
"global","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0114326168966998,10
"global","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,10
"global","ipsl-cm6a-lr ssp585","at_least_one_5_up",0.490883232,10
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up",0.490883232,10
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up",0.26362,10
"global","ipsl-cm6a-lr ssp585","at_least_one_5_down",1,10
"global","ipsl-cm6a-lr ssp585","at_least_one_10_down",1,10
"global","ipsl-cm6a-lr ssp585","at_least_one_25_down",0.97355345474381,10
"global","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.490883232,10
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.490883232,10
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.256648161739563,10
"global","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,10
"global","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.99764960146336,10
"global","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.805612452023146,10
"global","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.9941248115776,10
"global","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.96444852158016,10
"global","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.446002203297857,10
