"regions","spatial_scale","climates","type","probas","time_window"
"Singapore","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,20
"Singapore","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,20
"Singapore","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.25,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,20
"Sint-Eustatius","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,20
"Sint-Eustatius","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.3333,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.8333,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.5,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,20
"Sint-Eustatius","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.25,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,20
"Sint-Maarten","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,20
"Sint-Maarten","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.3333,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.8333,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.5,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,20
"Sint-Maarten","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",1,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.72273,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_two_5_down",0,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_three_5_down",0,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_three_10_down",0,20
"Slovakia","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.694619628,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.4535419174,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.0803632,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.2818,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.11363,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_two_25_down",-2.77555756156289e-17,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.0363599999999998,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.00908999999999996,20
"Slovakia","regions","gfdl-esm4 ssp585","at_least_three_25_down",-2.77555756156289e-17,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.3810895154875,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.0522699999999999,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.00227249999999987,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0,20
"Slovakia","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.63636,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.6,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.4859976,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.978184,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.904555,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.432712,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.712732,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.51365,20
"Slovakia","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.0981749999999998,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.9830284848,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_two_5_down",0,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_three_5_down",0,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_three_10_down",0,20
"Slovenia","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.85600710170248,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.649149880632064,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.2053216,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.806085454,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.351507272,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.0666599999999999,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.40760894,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.0484824239999999,20
"Slovenia","regions","gfdl-esm4 ssp585","at_least_three_25_down",-5.55111512312578e-17,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.4439979174,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.0541808,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0.0263629,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.153175,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",-2.77555756156289e-17,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-2.77555756156289e-17,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.0195439999999998,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",-2.77555756156289e-17,20
"Slovenia","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-2.77555756156289e-17,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.781816,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.709088,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.33405443128,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.974548,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.961822,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.32002,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.747284,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.684556,20
"Slovenia","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.04364,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_two_5_down",1,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.75,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,20
"Solomon Islands","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_two_10_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,20
"Solomon Islands","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.25,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.8333,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.33335,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.166675,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,20
"Solomon Islands","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.622104920787,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.233038058,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.32434938,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.04545,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.0247884299999998,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_three_10_down",-6.93889390390723e-18,20
"South Africa","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.88843843,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.843813802,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.315512174,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.88841933875,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.27725,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.66945124,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.43715582625,20
"South Africa","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.022725,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.862285839461004,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.4067579407878,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0.05001,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.6411254204635,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.10468767196625,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-2.77555756156289e-17,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.1822947998106,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.00998657010674996,20
"South Africa","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-2.77555756156289e-17,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.920666116,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.787575987728995,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.2041175131256,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.9404767752355,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.726615557208,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.12273212,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.5644066388885,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.314838602635,20
"South Africa","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.00757651500000005,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_two_5_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.375,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_two_10_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,20
"South Georgia and the South Sandwich Islands","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.1458625,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.375,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",-5.55111512312578e-17,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.3333,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.3333,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,20
"South Georgia and the South Sandwich Islands","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.877573174211995,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.0820113536,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.43055,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_two_10_down",-2.77555756156289e-17,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.0416625,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_three_10_down",-2.77555756156289e-17,20
"South Korea","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.9939399394,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.966664,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.5360562954625,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.17045,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.713656819,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.5990565448,20
"South Korea","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.0113625000000001,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.76,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.129639815,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.8303081828788,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.01852037,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.3538583828956,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",1.04083408558608e-17,20
"South Korea","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.8638904446,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.751108,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.467056153058186,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.99670033679932,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.99339982502896,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.55292289374494,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.94025211335792,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.88803364618316,20
"South Korea","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.19808998450084,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.9118503585124,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.636326464,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0.05784739675,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.479303884,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.25617438,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_two_25_down",0.022725,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.0718909919999999,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.0165256199999999,20
"South Sudan","regions","gfdl-esm4 ssp126","at_least_three_25_down",-3.46944695195361e-18,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.861959761900719,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.816378469271075,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.448403810165795,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.5342628737888,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.4934439206832,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.142952976,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.192949922472,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.161684766472,20
"South Sudan","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.0099153719999999,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.46890585268098,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.16620834554865,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
