"regions","spatial_scale","climates","type","probas","time_window"
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.5445101925,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.1861457025,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.1937338156405,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0258233264999999,20
"South Sudan","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.4049320657438,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.4049320657438,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.18181,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.9933904130248,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.977968043416,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.951798897865,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.9256349303416,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.832172046292,20
"South Sudan","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.703421947135,20
"Spain","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.757561212,20
"Spain","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.05454,20
"Spain","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Spain","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.779615245225,20
"Spain","regions","gfdl-esm4 ssp126","at_least_two_10_down",-5.55111512312578e-17,20
"Spain","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Spain","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.30393975955,20
"Spain","regions","gfdl-esm4 ssp126","at_least_three_10_down",-5.55111512312578e-17,20
"Spain","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"Spain","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.8809950420496,20
"Spain","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.8071702489945,20
"Spain","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.418161616,20
"Spain","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"Spain","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,20
"Spain","regions","gfdl-esm4 ssp585","at_least_two_25_down",1,20
"Spain","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.9305780170744,20
"Spain","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.8589602210248,20
"Spain","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.490873636,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.18181,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.0821495290085417,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.8560190642608,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.342962147990173,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-1.38777878078145e-17,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.4420492281616,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0699649555209789,20
"Spain","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-1.38777878078145e-17,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.6032731673168,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.434321616,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.19190101,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",1,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.917718323342565,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.994492010854,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.9768628099504,20
"Spain","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.606709604453547,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.49490404,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.1111,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.54545,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.318175,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.04545,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.022725,20
"Sri Lanka","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.81819596,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.69699697,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.29290202,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.75759697,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.6969962125,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.2727,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.22222702,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.194452525,20
"Sri Lanka","regions","gfdl-esm4 ssp585","at_least_three_25_down",-5.55111512312578e-17,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.64641616,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.21072986623966,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.86360606,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.219701515,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-1.38777878078145e-17,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.15149394,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0151507575,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-1.38777878078145e-17,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.39390303,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.29290202,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.178330054762364,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.964641919798,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.6026479784175,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.89899192,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.683491750404,20
"Sri Lanka","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.2028255904125,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.36360404,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.0909,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.96786593191,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.80161735358125,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_two_25_down",0.13841343,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.76747233691,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.38011763153125,20
"Sudan","regions","gfdl-esm4 ssp126","at_least_three_25_down",0.0123942149999999,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.706167861708,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.669443894472,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.36360404,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_two_25_down",1,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.955929476584,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.948585491056,20
"Sudan","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.889827822865,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.482670624354304,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.0815113821375,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.79134814,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.5455,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0.13841343,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.34714029,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.148785125,20
"Sudan","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0.0123942149999999,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.797987879899,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.494939394899,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.44443889,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.990820385289276,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.990820385289276,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.983476032562,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.887995407144171,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.887995407144171,20
"Sudan","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.831986224876,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.29290202,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.79545,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.0909,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.13635,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_three_10_down",-1.38777878078145e-17,20
"Suriname","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.59599596,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.39390303,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.096502357688,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.909095455,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.71719192,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.0403959599999999,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.5303,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.14140808,20
"Suriname","regions","gfdl-esm4 ssp585","at_least_three_25_down",-1.04083408558608e-16,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.326611111633,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.1667,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.83839798,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.51510909,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.37375,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0908909099999999,20
"Suriname","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.44443889,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.35185926,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.1667,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",1,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.873744950404,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.90738148,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.81481852,20
"Suriname","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.410775589192,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.5,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,20
"Svalbard","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.5,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,20
"Svalbard","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.3333,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.1667,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.1667,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,20
"Svalbard","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.1667,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.1667,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.8333,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.5,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,20
"Svalbard","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.51560261317355,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.199988318325,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.22501,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.12499,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.0166674999999999,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.00833249999999999,20
"Swaziland","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.900832645,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.85125124,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.31156702711797,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.832657645,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.799152355,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.424994545,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.408691405,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.364018595,20
"Swaziland","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.092420833,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.85454,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.488426157,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.47929752,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.19626219,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.0661024799999999,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0123942149999999,20
"Swaziland","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.711417975557689,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.385991112867173,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.179491413,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.62359219,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.332401075,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.12973248,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.21531529,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.0658979550000001,20
"Swaziland","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.00826280999999987,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.75,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_two_5_down",0,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_three_5_down",0,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_three_10_down",0,20
"Sweden","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"Sweden","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.86668,20
"Sweden","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.83335,20
