"regions","climates","spans","at_least_half_shocks","at_least_half_bis_shocks","time_window"
1144,"gfdl-esm4 ssp126","shock_0.25",0.0806199999999992,0.335191759887064,30
1144,"gfdl-esm4 ssp585","shock_0.25",0.00349749999999982,0.0712384853730198,30
1144,"ipsl-cm6a-lr ssp126","shock_0.25",0.00666599999999928,0.123860341421644,30
1144,"ipsl-cm6a-lr ssp585","shock_0.25",0.0295276659189369,0.340438889905017,30
1145,"gfdl-esm4 ssp126","shock_0.25",0.0346509999999995,0.279441087453464,30
1145,"gfdl-esm4 ssp585","shock_0.25",0.00748350999999947,0.168345868942053,30
1145,"ipsl-cm6a-lr ssp126","shock_0.25",0.00599199999999922,0.104199018336629,30
1145,"ipsl-cm6a-lr ssp585","shock_0.25",0.11049869838093,0.449889656854997,30
1170,"gfdl-esm4 ssp126","shock_0.25",0.38190047567105,0.38190047567105,30
1170,"gfdl-esm4 ssp585","shock_0.25",0.0512221467178099,0.0512221467178099,30
1170,"ipsl-cm6a-lr ssp126","shock_0.25",0.0540009856943647,0.0540009856943647,30
1170,"ipsl-cm6a-lr ssp585","shock_0.25",0.742767565235007,0.742767565235007,30
1173,"gfdl-esm4 ssp126","shock_0.25",0.0145630632177548,0.26221054985888,30
1173,"gfdl-esm4 ssp585","shock_0.25",0.015314700927633,0.2843418153649,30
1173,"ipsl-cm6a-lr ssp126","shock_0.25",0.00340656157102237,0.179538952990882,30
1173,"ipsl-cm6a-lr ssp585","shock_0.25",0.0271155567746738,0.363464004580248,30
4,"gfdl-esm4 ssp126","shock_0.5",0.48352698953626,0.48352698953626,30
4,"gfdl-esm4 ssp585","shock_0.5",0.232649547240892,0.232649547240892,30
4,"ipsl-cm6a-lr ssp126","shock_0.5",0.0784578892292191,0.0784578892292191,30
4,"ipsl-cm6a-lr ssp585","shock_0.5",0.385442190825445,0.385442190825445,30
6,"gfdl-esm4 ssp126","shock_0.5",0.176202416727104,0.176202416727104,30
6,"gfdl-esm4 ssp585","shock_0.5",0.271810484037062,0.271810484037062,30
6,"ipsl-cm6a-lr ssp126","shock_0.5",0.276934479397939,0.276934479397939,30
6,"ipsl-cm6a-lr ssp585","shock_0.5",0.923645530834493,0.923645530834493,30
7,"gfdl-esm4 ssp126","shock_0.5",0.0393143727647138,0.360743918822691,30
7,"gfdl-esm4 ssp585","shock_0.5",0.0992129504696114,0.459135137811713,30
7,"ipsl-cm6a-lr ssp126","shock_0.5",0.00990786185679904,0.152019721222603,30
7,"ipsl-cm6a-lr ssp585","shock_0.5",0.017858479784271,0.127863865127841,30
9,"gfdl-esm4 ssp126","shock_0.5",0.00504561056868325,0.273255919843438,30
9,"gfdl-esm4 ssp585","shock_0.5",0.0335284063885503,0.250315554888344,30
9,"ipsl-cm6a-lr ssp126","shock_0.5",0,0.108030990231069,30
9,"ipsl-cm6a-lr ssp585","shock_0.5",0.0581112751887419,0.336623676141251,30
16,"gfdl-esm4 ssp126","shock_0.5",0.0226618210744807,0.0226618210744807,30
16,"gfdl-esm4 ssp585","shock_0.5",0.290195666489683,0.290195666489683,30
16,"ipsl-cm6a-lr ssp126","shock_0.5",0.431049673890253,0.431049673890253,30
16,"ipsl-cm6a-lr ssp585","shock_0.5",0.0140663441761992,0.0140663441761992,30
17,"gfdl-esm4 ssp126","shock_0.5",0.0571022638741072,0.36224845166468,30
17,"gfdl-esm4 ssp585","shock_0.5",0.0120190267707035,0.162470277613912,30
17,"ipsl-cm6a-lr ssp126","shock_0.5",0.0678148343317828,0.37659617996758,30
17,"ipsl-cm6a-lr ssp585","shock_0.5",0.028734303268,0.335405462305519,30
27,"gfdl-esm4 ssp126","shock_0.5",0.315209971731093,0.315209971731093,30
27,"gfdl-esm4 ssp585","shock_0.5",0.678289409687383,0.678289409687383,30
27,"ipsl-cm6a-lr ssp126","shock_0.5",0.00504949500000007,0.00504949500000007,30
27,"ipsl-cm6a-lr ssp585","shock_0.5",0.033040365890819,0.033040365890819,30
36,"gfdl-esm4 ssp126","shock_0.5",0.00183599638199994,0.00183599638199994,30
36,"gfdl-esm4 ssp585","shock_0.5",0.0760194988855982,0.0760194988855982,30
36,"ipsl-cm6a-lr ssp126","shock_0.5",0.183082352677359,0.183082352677359,30
36,"ipsl-cm6a-lr ssp585","shock_0.5",0.0743217395177885,0.0743217395177885,30
46,"gfdl-esm4 ssp126","shock_0.5",0.0125982401002449,0.0125982401002449,30
46,"gfdl-esm4 ssp585","shock_0.5",0.0271547986449868,0.0271547986449868,30
46,"ipsl-cm6a-lr ssp126","shock_0.5",0.119591816233157,0.119591816233157,30
46,"ipsl-cm6a-lr ssp585","shock_0.5",0.313362861425441,0.313362861425441,30
