"regions","climates","at_least_one_shock","at_least_two_shocks","at_least_three_shocks","time_window"
"Cyprus","ipsl-cm6a-lr ssp585",0.999190510813546,0.0867711016583999,0,30
"Czech Republic","gfdl-esm4 ssp126",0.984236413247589,0,NA,30
"Czech Republic","gfdl-esm4 ssp585",0.996641681040026,0.01818,NA,30
"Czech Republic","ipsl-cm6a-lr ssp126",1,0.241299504,NA,30
"Czech Republic","ipsl-cm6a-lr ssp585",1,0,NA,30
"Democratic Republic of the Congo","gfdl-esm4 ssp126",1,0.068175,0,30
"Democratic Republic of the Congo","gfdl-esm4 ssp585",0.90892154477596,0.0545400000000001,1.11022302462516e-16,30
"Democratic Republic of the Congo","ipsl-cm6a-lr ssp126",1,0,0,30
"Democratic Republic of the Congo","ipsl-cm6a-lr ssp585",1,0.155170886770368,1.11022302462516e-16,30
"Denmark","gfdl-esm4 ssp126",0.999431132263976,0.527341087,0,30
"Denmark","gfdl-esm4 ssp585",0.999768253426112,0.340211748870332,1.11022302462516e-16,30
"Denmark","ipsl-cm6a-lr ssp126",0.999036591827538,0.0363600000000001,1.11022302462516e-16,30
"Denmark","ipsl-cm6a-lr ssp585",1,0.0889169256000001,1.11022302462516e-16,30
"Djibouti","gfdl-esm4 ssp126",0.94375,0,NA,30
"Djibouti","gfdl-esm4 ssp585",1,0,NA,30
"Djibouti","ipsl-cm6a-lr ssp126",0.999772476301312,0,NA,30
"Djibouti","ipsl-cm6a-lr ssp585",1,0,NA,30
"Dominica","gfdl-esm4 ssp126",0.7890625,NA,NA,30
"Dominica","gfdl-esm4 ssp585",0.25,NA,NA,30
"Dominica","ipsl-cm6a-lr ssp126",0.972101322713151,NA,NA,30
"Dominica","ipsl-cm6a-lr ssp585",0.979333073210641,NA,NA,30
"Dominican Republic","gfdl-esm4 ssp126",1,0.6745711775,0.0909,30
"Dominican Republic","gfdl-esm4 ssp585",1,0.500170308124992,0.01818,30
"Dominican Republic","ipsl-cm6a-lr ssp126",1,0.267979851842487,1.11022302462516e-16,30
"Dominican Republic","ipsl-cm6a-lr ssp585",1,0.359507255491276,0.0303060599999999,30
"East Timor","gfdl-esm4 ssp126",1,0.57643894625,0,30
"East Timor","gfdl-esm4 ssp585",0.965358978893728,0.3,0,30
"East Timor","ipsl-cm6a-lr ssp126",0.967273946139538,0.202128347931094,0,30
"East Timor","ipsl-cm6a-lr ssp585",0.92125971960579,0.03029697,0,30
"Ecuador","gfdl-esm4 ssp126",1,0.807756697711577,0.0681749999999998,30
"Ecuador","gfdl-esm4 ssp585",0.999930436209276,0.777585037430256,0.247468469659038,30
"Ecuador","ipsl-cm6a-lr ssp126",1,0.234270001874458,0.0112791248902194,30
"Ecuador","ipsl-cm6a-lr ssp585",1,0.953615004901805,0.354735095903094,30
"Egypt","gfdl-esm4 ssp126",0.996702960039669,0.274986005390301,0.00991537199999992,30
"Egypt","gfdl-esm4 ssp585",0.998957258789294,0.176297259191608,-2.22044604925031e-16,30
"Egypt","ipsl-cm6a-lr ssp126",0.999796170378968,0.421845405239791,-2.22044604925031e-16,30
"Egypt","ipsl-cm6a-lr ssp585",0.998865105090093,0.228583593544814,0,30
"El Salvador","gfdl-esm4 ssp126",1,0.0893507231249999,0,30
"El Salvador","gfdl-esm4 ssp585",0.861451157471779,0,0,30
"El Salvador","ipsl-cm6a-lr ssp126",1,0,0,30
"El Salvador","ipsl-cm6a-lr ssp585",1,0.118442975427,0,30
"Equatorial Guinea","gfdl-esm4 ssp126",1,0.78305464875,0,30
"Equatorial Guinea","gfdl-esm4 ssp585",1,0.0909,0,30
"Equatorial Guinea","ipsl-cm6a-lr ssp126",1,0.0909,0,30
"Equatorial Guinea","ipsl-cm6a-lr ssp585",1,0,0,30
"Eritrea","gfdl-esm4 ssp126",1,0.368733497116312,-2.22044604925031e-16,30
"Eritrea","gfdl-esm4 ssp585",1,0.864770882636512,0.262939320718078,30
"Eritrea","ipsl-cm6a-lr ssp126",1,0.251544546,0.0242481819999999,30
"Eritrea","ipsl-cm6a-lr ssp585",1,0,0,30
"Estonia","gfdl-esm4 ssp126",1,0.157517581354204,0,30
"Estonia","gfdl-esm4 ssp585",0.990478886608,0.3159075,0,30
"Estonia","ipsl-cm6a-lr ssp126",1,0.1765118016,1.11022302462516e-16,30
"Estonia","ipsl-cm6a-lr ssp585",0.995231361347999,0.0363600000000001,1.11022302462516e-16,30
"Ethiopia","gfdl-esm4 ssp126",0.980732403755746,0.19781328912686,0.00826280999999995,30
"Ethiopia","gfdl-esm4 ssp585",1,0.35430432597113,0.0165256199999999,30
"Ethiopia","ipsl-cm6a-lr ssp126",0.883389921302608,0.231380496,0.0264409919999999,30
"Ethiopia","ipsl-cm6a-lr ssp585",1,0.584562928072728,0.0474327249905078,30
"Federal Republic of Somalia","gfdl-esm4 ssp126",0.993771785538072,0.489335030444496,0.0425751175139674,30
"Federal Republic of Somalia","gfdl-esm4 ssp585",1,0.214817854849458,0.00495768600000002,30
"Federal Republic of Somalia","ipsl-cm6a-lr ssp126",1,0.554634926703707,0.0462815016914562,30
"Federal Republic of Somalia","ipsl-cm6a-lr ssp585",1,0.367859569572617,0.00990171719418076,30
"Fiji","gfdl-esm4 ssp126",1,0.0499999999999998,NA,30
"Fiji","gfdl-esm4 ssp585",0.85,0,NA,30
"Fiji","ipsl-cm6a-lr ssp126",0.777804443377792,0,NA,30
"Fiji","ipsl-cm6a-lr ssp585",0.872,0,NA,30
"Finland","gfdl-esm4 ssp126",0.988959441819929,0.0906595012682943,0,30
"Finland","gfdl-esm4 ssp585",0.991060174725207,0.136670157961747,0,30
