"regions","climates","at_least_two_shocks_down","at_least_three_shocks_down","time_window","at_least_one_shock_up_down"
"Equatorial Guinea","ipsl-cm6a-lr ssp126",0.0909,0,10,0
"Equatorial Guinea","ipsl-cm6a-lr ssp585",0,0,10,0
"Eritrea","gfdl-esm4 ssp126",0,0,10,0
"Eritrea","gfdl-esm4 ssp585",0.13841343,0.0123942149999999,10,0.0909
"Eritrea","ipsl-cm6a-lr ssp126",0,0,10,0
"Eritrea","ipsl-cm6a-lr ssp585",0,0,10,0
"Estonia","gfdl-esm4 ssp126",0.0495768599999999,0,10,0.01652562
"Estonia","gfdl-esm4 ssp585",0,0,10,0.0781253259974573
"Estonia","ipsl-cm6a-lr ssp126",0.0165256199999999,0,10,0
"Estonia","ipsl-cm6a-lr ssp585",0,0,10,0.126477998238195
"Ethiopia","gfdl-esm4 ssp126",0,0,10,0
"Ethiopia","gfdl-esm4 ssp585",0.306743909784576,0.0211080812064508,10,0.111788406139399
"Ethiopia","ipsl-cm6a-lr ssp126",0.0909,0.00413140499999998,10,0.250195377724584
"Ethiopia","ipsl-cm6a-lr ssp585",0.04545,0,10,0.39252438
"Europa Island","gfdl-esm4 ssp126",0,0,10,0
"Europa Island","gfdl-esm4 ssp585",0,0,10,0
"Europa Island","ipsl-cm6a-lr ssp126",0,0,10,0
"Europa Island","ipsl-cm6a-lr ssp585",0,0,10,0
"Faeroe","gfdl-esm4 ssp126",0,0,10,0
"Faeroe","gfdl-esm4 ssp585",0,0,10,0
"Faeroe","ipsl-cm6a-lr ssp126",0,0,10,0.1667
"Faeroe","ipsl-cm6a-lr ssp585",0,0,10,0
"Falkland Islands","gfdl-esm4 ssp126",0,0,10,0
"Falkland Islands","gfdl-esm4 ssp585",0,0,10,0
"Falkland Islands","ipsl-cm6a-lr ssp126",0,0,10,0
"Falkland Islands","ipsl-cm6a-lr ssp585",0,0,10,0
"Federal Republic of Somalia","gfdl-esm4 ssp126",0,0,10,0.0164573459709038
"Federal Republic of Somalia","gfdl-esm4 ssp585",0,0,10,0.0313566512732013
"Federal Republic of Somalia","ipsl-cm6a-lr ssp126",0.1735612947865,0.0185957297864999,10,0.0651233893393125
"Federal Republic of Somalia","ipsl-cm6a-lr ssp585",0.0909,0,10,0.07587449292825
"Fiji","gfdl-esm4 ssp126",0,0,10,0
"Fiji","gfdl-esm4 ssp585",0,0,10,0
"Fiji","ipsl-cm6a-lr ssp126",0,0,10,0
"Fiji","ipsl-cm6a-lr ssp585",0,0,10,0
"Finland","gfdl-esm4 ssp126",0,0,10,0.00826280999999995
"Finland","gfdl-esm4 ssp585",0.03271099812518,0,10,0.0487631990201209
"Finland","ipsl-cm6a-lr ssp126",0.0984117205709999,0,10,0.0984117205709999
"Finland","ipsl-cm6a-lr ssp585",0.04545,0,10,0.0381330814837655
"France","gfdl-esm4 ssp126",0.224632756296,0.0157753568519999,10,0.03080003764275
"France","gfdl-esm4 ssp585",0,0,10,0.04545
"France","ipsl-cm6a-lr ssp126",0.04545,0,10,0
"France","ipsl-cm6a-lr ssp585",0.125062624300563,0.00675980486099992,10,0.044242099889906
"French Guiana","gfdl-esm4 ssp126",0,0,10,0.022725
"French Guiana","gfdl-esm4 ssp585",0,0,10,0
"French Guiana","ipsl-cm6a-lr ssp126",0,0,10,0
"French Guiana","ipsl-cm6a-lr ssp585",0,0,10,0
"French Polynesia","gfdl-esm4 ssp126",0,0,10,0
"French Polynesia","gfdl-esm4 ssp585",0,0,10,0
"French Polynesia","ipsl-cm6a-lr ssp126",0,0,10,0
"French Polynesia","ipsl-cm6a-lr ssp585",0,0,10,0
"Gabon","gfdl-esm4 ssp126",0,0,10,0
"Gabon","gfdl-esm4 ssp585",0.1818,0,10,0
"Gabon","ipsl-cm6a-lr ssp126",0.0164573459709038,0,10,0.140629421291789
"Gabon","ipsl-cm6a-lr ssp585",0,0,10,0.0328464179127116
"Galapagos","gfdl-esm4 ssp126",0,0,10,0
"Galapagos","gfdl-esm4 ssp585",0.296875,0,10,0.375
"Galapagos","ipsl-cm6a-lr ssp126",0,0,10,0
"Galapagos","ipsl-cm6a-lr ssp585",0,0,10,0
"Gambia","gfdl-esm4 ssp126",0.0495768599999999,0,10,0.1288364200695
"Gambia","gfdl-esm4 ssp585",0.0165256199999999,0,10,0.12827496235725
"Gambia","ipsl-cm6a-lr ssp126",0,0,10,0
"Gambia","ipsl-cm6a-lr ssp585",0.02478843,0,10,0.0388063039243501
"Georgia","gfdl-esm4 ssp126",0,0,10,0.00826280999999995
"Georgia","gfdl-esm4 ssp585",0.0164573459709038,0,10,0.18657425286214
"Georgia","ipsl-cm6a-lr ssp126",0,0,10,0
"Georgia","ipsl-cm6a-lr ssp585",0.0454863537483481,0,10,0.0369459396209278
"Germany","gfdl-esm4 ssp126",0.0652876615419038,0.00206570249999993,10,0
"Germany","gfdl-esm4 ssp585",0,0,10,0.068175
"Germany","ipsl-cm6a-lr ssp126",0.03080003764275,0,10,0.0599143247865
"Germany","ipsl-cm6a-lr ssp585",0.0151530299999999,0,10,0.0754102453985902
"Ghana","gfdl-esm4 ssp126",0.00826280999999995,0,10,0
"Ghana","gfdl-esm4 ssp585",0.2727,0.0330512399999998,10,0.0319722696347683
"Ghana","ipsl-cm6a-lr ssp126",0.113435161713,0,10,0
"Ghana","ipsl-cm6a-lr ssp585",0.132218595,0,10,0.0574345332709518
"Gibraltar","gfdl-esm4 ssp126",0,0,10,0
"Gibraltar","gfdl-esm4 ssp585",0.13635,0,10,0.072306405
"Gibraltar","ipsl-cm6a-lr ssp126",0,0,10,0
"Gibraltar","ipsl-cm6a-lr ssp585",0,0,10,0
"Gilbert Islands","gfdl-esm4 ssp126",0,0,10,0
"Gilbert Islands","gfdl-esm4 ssp585",0,0,10,0
"Gilbert Islands","ipsl-cm6a-lr ssp126",0,0,10,0
"Gilbert Islands","ipsl-cm6a-lr ssp585",0,0,10,0
"Glorioso Islands","gfdl-esm4 ssp126",0,0,10,0
"Glorioso Islands","gfdl-esm4 ssp585",0,0,10,0
"Glorioso Islands","ipsl-cm6a-lr ssp126",0,0,10,0
"Glorioso Islands","ipsl-cm6a-lr ssp585",0,0,10,0
"Grand Duchy of Luxembourg","gfdl-esm4 ssp126",0,0,10,0
"Grand Duchy of Luxembourg","gfdl-esm4 ssp585",0.0909,0,10,0.0246518819418078
"Grand Duchy of Luxembourg","ipsl-cm6a-lr ssp126",0.1528778925,0,10,0.0855420729286219
"Grand Duchy of Luxembourg","ipsl-cm6a-lr ssp585",0,0,10,0.01652562
"Greece","gfdl-esm4 ssp126",0,0,10,0.00826280999999995
"Greece","gfdl-esm4 ssp585",0,0,10,0.00826280999999995
"Greece","ipsl-cm6a-lr ssp126",0,0,10,0.150622351713
"Greece","ipsl-cm6a-lr ssp585",0.0407701143085524,0,10,0.13413071716304
"Greenland","gfdl-esm4 ssp126",0,0,10,0
"Greenland","gfdl-esm4 ssp585",0,0,10,0
"Greenland","ipsl-cm6a-lr ssp126",0,0,10,0
"Greenland","ipsl-cm6a-lr ssp585",0,0,10,0
"Grenada","gfdl-esm4 ssp126",0,0,10,0
"Grenada","gfdl-esm4 ssp585",0,0,10,0
"Grenada","ipsl-cm6a-lr ssp126",0,0,10,0
"Grenada","ipsl-cm6a-lr ssp585",0,0,10,0
"Guadeloupe","gfdl-esm4 ssp126",0,0,10,0
"Guadeloupe","gfdl-esm4 ssp585",0,0,10,0
"Guadeloupe","ipsl-cm6a-lr ssp126",0,0,10,0
"Guadeloupe","ipsl-cm6a-lr ssp585",0,0,10,0
"Guam","gfdl-esm4 ssp126",0,0,10,0
"Guam","gfdl-esm4 ssp585",0,0,10,0
"Guam","ipsl-cm6a-lr ssp126",0,0,10,0
"Guam","ipsl-cm6a-lr ssp585",0,0,10,0
"Guatemala","gfdl-esm4 ssp126",0.0165256199999999,0,10,0
"Guatemala","gfdl-esm4 ssp585",0.526083741552279,0.1314613071,10,0.0319722696347683
"Guatemala","ipsl-cm6a-lr ssp126",0.0917002477983075,0.00413140499999987,10,0
"Guatemala","ipsl-cm6a-lr ssp585",0.374171169600318,0.0225368142749998,10,0.765727826925647
"Guernsey","gfdl-esm4 ssp126",0,0,10,0
"Guernsey","gfdl-esm4 ssp585",0,0,10,0
"Guernsey","ipsl-cm6a-lr ssp126",0,0,10,0
"Guernsey","ipsl-cm6a-lr ssp585",0,0,10,0
"Guinea","gfdl-esm4 ssp126",0.224632756296,0.0157753568519999,10,0.201242947154803
"Guinea","gfdl-esm4 ssp585",0.00826280999999995,0,10,0
"Guinea","ipsl-cm6a-lr ssp126",0.1818,0,10,0.0909
"Guinea","ipsl-cm6a-lr ssp585",0.00826280999999995,0,10,0.105861373222149
"Guinea-Bissau","gfdl-esm4 ssp126",0.04958595,0,10,0.157347414263855
"Guinea-Bissau","gfdl-esm4 ssp585",0.0909,0,10,0
"Guinea-Bissau","ipsl-cm6a-lr ssp126",0.00826280999999995,0,10,0
"Guinea-Bissau","ipsl-cm6a-lr ssp585",0.02478843,0,10,0
"Guyana","gfdl-esm4 ssp126",0,0,10,0
"Guyana","gfdl-esm4 ssp585",0.00826280999999995,0,10,0
"Guyana","ipsl-cm6a-lr ssp126",0.06611157,0,10,0.00826280999999995
"Guyana","ipsl-cm6a-lr ssp585",0.0246518819418077,0,10,0.01652562
"Haiti","gfdl-esm4 ssp126",0,0,10,0
"Haiti","gfdl-esm4 ssp585",0.0165256199999999,0,10,0
"Haiti","ipsl-cm6a-lr ssp126",0,0,10,0
"Haiti","ipsl-cm6a-lr ssp585",0,0,10,0.00826280999999995
"Hala'ib Triangle","gfdl-esm4 ssp126",0,0,10,0
"Hala'ib Triangle","gfdl-esm4 ssp585",0,0,10,0
"Hala'ib Triangle","ipsl-cm6a-lr ssp126",0,0,10,0
"Hala'ib Triangle","ipsl-cm6a-lr ssp585",0,0,10,0
"Hawaii","gfdl-esm4 ssp126",0,0,10,0
"Hawaii","gfdl-esm4 ssp585",0,0,10,0
"Hawaii","ipsl-cm6a-lr ssp126",0,0,10,0
"Hawaii","ipsl-cm6a-lr ssp585",0,0,10,0
"Heard and McDonald Islands","gfdl-esm4 ssp126",0,0,10,0
"Heard and McDonald Islands","gfdl-esm4 ssp585",0,0,10,0
"Heard and McDonald Islands","ipsl-cm6a-lr ssp126",0,0,10,0
"Heard and McDonald Islands","ipsl-cm6a-lr ssp585",0,0,10,0
"Honduras","gfdl-esm4 ssp126",0.00826280999999995,0,10,0
"Honduras","gfdl-esm4 ssp585",0.04958595,0,10,0.00826280999999995
"Honduras","ipsl-cm6a-lr ssp126",0.064271235532966,0.00275482085399992,10,0.04978686588987
"Honduras","ipsl-cm6a-lr ssp585",0.235651295022049,0.0149692742205108,10,0.725833855989117
"Howland and Baker islands","gfdl-esm4 ssp126",0,0,10,0
"Howland and Baker islands","gfdl-esm4 ssp585",0,0,10,0
"Howland and Baker islands","ipsl-cm6a-lr ssp126",0,0,10,0
"Howland and Baker islands","ipsl-cm6a-lr ssp585",0,0,10,0
"Hungary","gfdl-esm4 ssp126",0,0,10,0
"Hungary","gfdl-esm4 ssp585",0.0165256199999999,0,10,0.225906032643717
"Hungary","ipsl-cm6a-lr ssp126",0.146479790556,0.0135196097220001,10,0.0313566512732013
"Hungary","ipsl-cm6a-lr ssp585",0.105861373222149,0.00413140499999998,10,0.0682704255346803
"Iceland","gfdl-esm4 ssp126",0,0,10,0
"Iceland","gfdl-esm4 ssp585",0,0,10,0
"Iceland","ipsl-cm6a-lr ssp126",0,0,10,0
"Iceland","ipsl-cm6a-lr ssp585",0,0,10,0
"India","gfdl-esm4 ssp126",0.0909,0,10,0.074850175931887
"India","gfdl-esm4 ssp585",0.0909,0,10,0
"India","ipsl-cm6a-lr ssp126",0.0165256199999999,0,10,0.086768595
"India","ipsl-cm6a-lr ssp585",0.0388750752854999,0,10,0.057844215
"Indonesia","gfdl-esm4 ssp126",0,0,10,0
"Indonesia","gfdl-esm4 ssp585",0.125727341255384,0.00150217885800008,10,0.104568581434592
"Indonesia","ipsl-cm6a-lr ssp126",0,0,10,0
"Indonesia","ipsl-cm6a-lr ssp585",0.0473640831697878,0.00075108942900004,10,0.1243313297145
"Iran","gfdl-esm4 ssp126",0.375,0,10,0.2386125
"Iran","gfdl-esm4 ssp585",0.113311025873297,0,10,0.39628932585527
"Iran","ipsl-cm6a-lr ssp126",0.068175,0,10,0.140481405
"Iran","ipsl-cm6a-lr ssp585",0.00826280999999995,0,10,0.729266006211192
"Iraq","gfdl-esm4 ssp126",0.1096793014275,0.0107040572145,10,0.0984117205709999
"Iraq","gfdl-esm4 ssp585",0.467715091652518,0.0153273016057858,10,0.288427649705512
"Iraq","ipsl-cm6a-lr ssp126",0.0330512399999998,-2.22044604925031e-16,10,0.0239069986220526
"Iraq","ipsl-cm6a-lr ssp585",0.0542022208669977,0.00150217885800008,10,0.0400375406474841
"Ireland","gfdl-esm4 ssp126",0,0,10,0
"Ireland","gfdl-esm4 ssp585",0.0909,0,10,0.04545
"Ireland","ipsl-cm6a-lr ssp126",0.022725,0,10,0.022725
"Ireland","ipsl-cm6a-lr ssp585",0,0,10,0
"Islas San Félix and San Ambrosio","gfdl-esm4 ssp126",0,0,10,0
"Islas San Félix and San Ambrosio","gfdl-esm4 ssp585",0,0,10,0
"Islas San Félix and San Ambrosio","ipsl-cm6a-lr ssp126",0,0,10,0
"Islas San Félix and San Ambrosio","ipsl-cm6a-lr ssp585",0,0,10,0
"Israel","gfdl-esm4 ssp126",0,0,10,0.01652562
"Israel","gfdl-esm4 ssp585",0.0328464179127116,0,10,0.040037540647484
"Israel","ipsl-cm6a-lr ssp126",0,0,10,0
"Israel","ipsl-cm6a-lr ssp585",0.0487620847334894,0,10,0.139078020888558
"Italy","gfdl-esm4 ssp126",0,0,10,0
"Italy","gfdl-esm4 ssp585",0.0946791085347639,0.00600871543199977,10,0.0468259200835291
"Italy","ipsl-cm6a-lr ssp126",0.373411508149257,0.00300435771599983,10,0.135640489604782
"Italy","ipsl-cm6a-lr ssp585",0.0571569297090389,0,10,0.023286251142
"Ivory Coast","gfdl-esm4 ssp126",0,0,10,0.01652562
"Ivory Coast","gfdl-esm4 ssp585",0,0,10,0
"Ivory Coast","ipsl-cm6a-lr ssp126",0.04545,0,10,0
"Ivory Coast","ipsl-cm6a-lr ssp585",0.323788128858,0.0165256199999999,10,0
"Jamaica","gfdl-esm4 ssp126",0,0,10,0
"Jamaica","gfdl-esm4 ssp585",0,0,10,0
"Jamaica","ipsl-cm6a-lr ssp126",0.03029697,0,10,0
"Jamaica","ipsl-cm6a-lr ssp585",0,0,10,0.30301515
"Jan Mayen","gfdl-esm4 ssp126",0,0,10,0
"Jan Mayen","gfdl-esm4 ssp585",0,0,10,0
"Jan Mayen","ipsl-cm6a-lr ssp126",0,0,10,0
"Jan Mayen","ipsl-cm6a-lr ssp585",0,0,10,0
"Japan","gfdl-esm4 ssp126",0.17353719,0.00826280999999995,10,0.00826280999999995
"Japan","gfdl-esm4 ssp585",0.114058642865922,0,10,0.198796192656258
"Japan","ipsl-cm6a-lr ssp126",0.00826280999999995,0,10,0.125881472829548
"Japan","ipsl-cm6a-lr ssp585",0.135169577782571,0,10,0.145631301931268
"Jarvis Island","gfdl-esm4 ssp126",0,0,10,0
"Jarvis Island","gfdl-esm4 ssp585",0,0,10,0
"Jarvis Island","ipsl-cm6a-lr ssp126",0,0,10,0
"Jarvis Island","ipsl-cm6a-lr ssp585",0,0,10,0
"Jersey","gfdl-esm4 ssp126",0,0,10,0.0533372652855
"Jersey","gfdl-esm4 ssp585",0,0,10,0
"Jersey","ipsl-cm6a-lr ssp126",0,0,10,0.02478843
"Jersey","ipsl-cm6a-lr ssp585",0.022725,0,10,0.0289221075
"Johnston Atoll","gfdl-esm4 ssp126",0,0,10,0
"Johnston Atoll","gfdl-esm4 ssp585",0,0,10,0
"Johnston Atoll","ipsl-cm6a-lr ssp126",0,0,10,0
"Johnston Atoll","ipsl-cm6a-lr ssp585",0,0,10,0
"Jordan","gfdl-esm4 ssp126",0.04545,0,10,0.11963433514275
"Jordan","gfdl-esm4 ssp585",0.0165256199999999,0,10,0.01652562
"Jordan","ipsl-cm6a-lr ssp126",0,0,10,0.25617438
"Jordan","ipsl-cm6a-lr ssp585",0.0883257200592933,0,10,0.18191414841743
"Juan de Nova Island","gfdl-esm4 ssp126",0,0,10,0
"Juan de Nova Island","gfdl-esm4 ssp585",0,0,10,0
"Juan de Nova Island","ipsl-cm6a-lr ssp126",0,0,10,0
"Juan de Nova Island","ipsl-cm6a-lr ssp585",0,0,10,0
"Kazakhstan","gfdl-esm4 ssp126",0.0164573459709038,0,10,0
"Kazakhstan","gfdl-esm4 ssp585",0.0574345332709517,0.00206570249999993,10,0.022725
"Kazakhstan","ipsl-cm6a-lr ssp126",0.125727341255384,0.00150217885800008,10,0.0539754810806286
"Kazakhstan","ipsl-cm6a-lr ssp585",0.0383096922839999,0.00150217885799997,10,0.0454053086669539
"Kenya","gfdl-esm4 ssp126",0.0383096922839999,0.00150217885799997,10,0.00826280999999995
"Kenya","gfdl-esm4 ssp585",0.121693933965205,0.00206570249999993,10,0.168130348184967
"Kenya","ipsl-cm6a-lr ssp126",0.461426525432326,0.0396014325901706,10,0.249580753116877
"Kenya","ipsl-cm6a-lr ssp585",0.434596336929,0.0330512399999998,10,0.0909
"Kerguélen","gfdl-esm4 ssp126",0,0,10,0
"Kerguélen","gfdl-esm4 ssp585",0,0,10,0
"Kerguélen","ipsl-cm6a-lr ssp126",0,0,10,0
"Kerguélen","ipsl-cm6a-lr ssp585",0,0,10,0
"Kuril Islands","gfdl-esm4 ssp126",0.00826280999999995,0,10,0
"Kuril Islands","gfdl-esm4 ssp585",0.0245841720480419,0,10,0.0313002253272645
"Kuril Islands","ipsl-cm6a-lr ssp126",0.035814049146,0.0013774104269999,10,0.0774108095655381
"Kuril Islands","ipsl-cm6a-lr ssp585",0.0164573459709038,0,10,0.0400375406474841
"Kuwait","gfdl-esm4 ssp126",0,0,10,0
"Kuwait","gfdl-esm4 ssp585",0.117905634932162,0.00075108942900004,10,0.354246272575629
"Kuwait","ipsl-cm6a-lr ssp126",0.202903322813846,0.0123942149999999,10,0
"Kuwait","ipsl-cm6a-lr ssp585",0.201994685143835,0.00787746748371743,10,0.0753276300861404
"Kyrgyzstan","gfdl-esm4 ssp126",0.344382269985975,0.0633078270309733,10,0.114297129664552
"Kyrgyzstan","gfdl-esm4 ssp585",0.02478843,0,10,0.030797971713
"Kyrgyzstan","ipsl-cm6a-lr ssp126",0.186704160342919,0.0281322047810807,10,0
"Kyrgyzstan","ipsl-cm6a-lr ssp585",0.0495814049999999,0.00206570249999993,10,0.137340273878322
"Laos","gfdl-esm4 ssp126",0,0,10,0.0547582605638605
"Laos","gfdl-esm4 ssp585",0.0909,0,10,0.0909
"Laos","ipsl-cm6a-lr ssp126",0.0165256199999999,0,10,0.0532929432284475
"Laos","ipsl-cm6a-lr ssp585",0.392227920114364,0.0210338091359998,10,0.315999589754698
"Latvia","gfdl-esm4 ssp126",0.3636,0.0661024799999999,10,0.022725
"Latvia","gfdl-esm4 ssp585",0.132218595,0,10,0.0246518819418078
"Latvia","ipsl-cm6a-lr ssp126",0,0,10,0.111130049899
"Latvia","ipsl-cm6a-lr ssp585",0.0454820710847981,0.00075108942900004,10,0.0701187322109833
"Lebanon","gfdl-esm4 ssp126",0.022725,0,10,0
"Lebanon","gfdl-esm4 ssp585",0.0327781438836154,0,10,0.0327109981251802
"Lebanon","ipsl-cm6a-lr ssp126",0.0661024799999999,0,10,0
"Lebanon","ipsl-cm6a-lr ssp585",0.0731363574762701,0,10,0.0813934693472876
"Lesotho","gfdl-esm4 ssp126",0.0574345332709517,0.00206570249999993,10,0.0239069986220526
"Lesotho","gfdl-esm4 ssp585",0.00826280999999995,0,10,0
"Lesotho","ipsl-cm6a-lr ssp126",0.0533331334259999,0.0022532682869999,10,0.022725
"Lesotho","ipsl-cm6a-lr ssp585",0.272561949391101,0.0276952386779648,10,0.0533372652855
"Liberia","gfdl-esm4 ssp126",0,0,10,0.0313566512732013
"Liberia","gfdl-esm4 ssp585",0,0,10,0.0407701143085526
"Liberia","ipsl-cm6a-lr ssp126",0,0,10,0
"Liberia","ipsl-cm6a-lr ssp585",0.224136987576639,0.00826280999999995,10,0.133582347663072
"Libya","gfdl-esm4 ssp126",0,0,10,0
"Libya","gfdl-esm4 ssp585",0,0,10,0.17353719
"Libya","ipsl-cm6a-lr ssp126",0,0,10,0
"Libya","ipsl-cm6a-lr ssp585",0.0850695914838383,0.00275482085399992,10,0.1818
"Liechtenstein","gfdl-esm4 ssp126",0,0,10,0
"Liechtenstein","gfdl-esm4 ssp585",0.0973939115726508,0.00075108942900004,10,0
"Liechtenstein","ipsl-cm6a-lr ssp126",0,0,10,0.0327109981251801
"Liechtenstein","ipsl-cm6a-lr ssp585",0,0,10,0.00826280999999995
"Line Group","gfdl-esm4 ssp126",0,0,10,0
"Line Group","gfdl-esm4 ssp585",0.125,0,10,0.5625
"Line Group","ipsl-cm6a-lr ssp126",0,0,10,0
"Line Group","ipsl-cm6a-lr ssp585",0.1667,0,10,0
"Lithuania","gfdl-esm4 ssp126",0.13220496,0,10,0
"Lithuania","gfdl-esm4 ssp585",0.1115592975,0,10,0.120946882284
"Lithuania","ipsl-cm6a-lr ssp126",0.125025,0,10,0.0719632575
"Lithuania","ipsl-cm6a-lr ssp585",0,0,10,0.0363269357709421
"Macedonia","gfdl-esm4 ssp126",0.0758744929282499,0,10,0.015774530571
"Macedonia","gfdl-esm4 ssp585",0.00826280999999995,0,10,0.0475533133462105
"Macedonia","ipsl-cm6a-lr ssp126",0.0165256199999999,0,10,0.023286251142
"Macedonia","ipsl-cm6a-lr ssp585",0.04131405,0,10,0
"Macquarie Island","gfdl-esm4 ssp126",0,0,10,0
"Macquarie Island","gfdl-esm4 ssp585",0,0,10,0
"Macquarie Island","ipsl-cm6a-lr ssp126",0,0,10,0
"Macquarie Island","ipsl-cm6a-lr ssp585",0,0,10,0
"Madagascar","gfdl-esm4 ssp126",0,0,10,0
"Madagascar","gfdl-esm4 ssp585",0.248662659429,0.00826280999999995,10,0.21898719
"Madagascar","ipsl-cm6a-lr ssp126",0,0,10,0
"Madagascar","ipsl-cm6a-lr ssp585",0.0909,0,10,0.0984117205709999
"Madeira","gfdl-esm4 ssp126",0,0,10,0
"Madeira","gfdl-esm4 ssp585",0,0,10,0
"Madeira","ipsl-cm6a-lr ssp126",0,0,10,0
"Madeira","ipsl-cm6a-lr ssp585",0,0,10,0
"Malawi","gfdl-esm4 ssp126",0.2524185197145,0.0291078139274998,10,0.0164573459709038
"Malawi","gfdl-esm4 ssp585",0.0164573459709038,0,10,0.0409044058254234
"Malawi","ipsl-cm6a-lr ssp126",0.04958595,0,10,0.136587201956218
"Malawi","ipsl-cm6a-lr ssp585",0.0246518819418077,0,10,0.241718541483017
"Malaysia","gfdl-esm4 ssp126",0.02478843,0,10,0.030797971713
"Malaysia","gfdl-esm4 ssp585",0.13222314,0,10,0.06714214875
"Malaysia","ipsl-cm6a-lr ssp126",0.00826280999999995,0,10,0.0731370335393844
"Malaysia","ipsl-cm6a-lr ssp585",0,0,10,0.022725
"Maldives","gfdl-esm4 ssp126",0,0,10,0
"Maldives","gfdl-esm4 ssp585",0,0,10,0
"Maldives","ipsl-cm6a-lr ssp126",0,0,10,0
"Maldives","ipsl-cm6a-lr ssp585",0,0,10,0
"Mali","gfdl-esm4 ssp126",0.04545,0,10,0
"Mali","gfdl-esm4 ssp585",0.128458602855,0.00413140499999998,10,0.0675051212478701
"Mali","ipsl-cm6a-lr ssp126",0,0,10,0.391401877716
"Mali","ipsl-cm6a-lr ssp585",0.166193210999816,0.00413140499999987,10,0.169119842558713
"Malta","gfdl-esm4 ssp126",0,0,10,0
"Malta","gfdl-esm4 ssp585",0,0,10,0
"Malta","ipsl-cm6a-lr ssp126",0,0,10,0
"Malta","ipsl-cm6a-lr ssp585",0,0,10,0
"Marshall Islands","gfdl-esm4 ssp126",0,0,10,0
"Marshall Islands","gfdl-esm4 ssp585",0,0,10,0
"Marshall Islands","ipsl-cm6a-lr ssp126",0,0,10,0
"Marshall Islands","ipsl-cm6a-lr ssp585",0,0,10,0
"Martinique","gfdl-esm4 ssp126",0,0,10,0
"Martinique","gfdl-esm4 ssp585",0,0,10,0
"Martinique","ipsl-cm6a-lr ssp126",0,0,10,0
"Martinique","ipsl-cm6a-lr ssp585",0,0,10,0
"Matthew and Hunter Islands","gfdl-esm4 ssp126",0,0,10,0
"Matthew and Hunter Islands","gfdl-esm4 ssp585",0,0,10,0
"Matthew and Hunter Islands","ipsl-cm6a-lr ssp126",0,0,10,0
"Matthew and Hunter Islands","ipsl-cm6a-lr ssp585",0,0,10,0
"Mauritania","gfdl-esm4 ssp126",0.02478843,0,10,0.476505395986293
"Mauritania","gfdl-esm4 ssp585",0,0,10,0.0909
"Mauritania","ipsl-cm6a-lr ssp126",0.0165256199999999,0,10,0.04545
"Mauritania","ipsl-cm6a-lr ssp585",0.04545,0,10,0
"Mayotte","gfdl-esm4 ssp126",0,0,10,0
"Mayotte","gfdl-esm4 ssp585",0,0,10,0
"Mayotte","ipsl-cm6a-lr ssp126",0,0,10,0
"Mayotte","ipsl-cm6a-lr ssp585",0,0,10,0
"Melilla","gfdl-esm4 ssp126",0,0,10,0
"Melilla","gfdl-esm4 ssp585",0,0,10,0
"Melilla","ipsl-cm6a-lr ssp126",0,0,10,0
"Melilla","ipsl-cm6a-lr ssp585",0,0,10,0
"Mexico","gfdl-esm4 ssp126",0,0,10,0.00826280999999995
"Mexico","gfdl-esm4 ssp585",0.00826280999999995,0,10,0
"Mexico","ipsl-cm6a-lr ssp126",0.022725,0,10,0.24062934812749
"Mexico","ipsl-cm6a-lr ssp585",0.333014355462569,0.0538745181080265,10,0
"Micronesia","gfdl-esm4 ssp126",0,0,10,0
"Micronesia","gfdl-esm4 ssp585",0,0,10,0
"Micronesia","ipsl-cm6a-lr ssp126",0,0,10,0
"Micronesia","ipsl-cm6a-lr ssp585",0,0,10,0
"Moldova","gfdl-esm4 ssp126",0.368749942559961,0.02629226142,10,0
"Moldova","gfdl-esm4 ssp585",0.0164573459709038,0,10,0.221696146393252
"Moldova","ipsl-cm6a-lr ssp126",0,0,10,0.13428657
"Moldova","ipsl-cm6a-lr ssp585",0.022725,0,10,0.0246518819418078
"Monaco","gfdl-esm4 ssp126",0,0,10,0
"Monaco","gfdl-esm4 ssp585",0.022725,0,10,0.022725
"Monaco","ipsl-cm6a-lr ssp126",0,0,10,0.01515303
"Monaco","ipsl-cm6a-lr ssp585",0.0314282367843712,0,10,0
"Mongolia","gfdl-esm4 ssp126",0.264275541636369,0.0212955781815927,10,0.00826280999999995
"Mongolia","gfdl-esm4 ssp585",0,0,10,0.02478843
"Mongolia","ipsl-cm6a-lr ssp126",0.0691117958565,0,10,0
"Mongolia","ipsl-cm6a-lr ssp585",0.0246518819418077,0,10,0.0386934520324765
"Montenegro","gfdl-esm4 ssp126",0.0330512399999998,-2.22044604925031e-16,10,0
"Montenegro","gfdl-esm4 ssp585",0,0,10,0
"Montenegro","ipsl-cm6a-lr ssp126",0.00826280999999995,0,10,0
"Montenegro","ipsl-cm6a-lr ssp585",0.00826280999999995,0,10,0.0547018164028037
"Montserrat","gfdl-esm4 ssp126",0,0,10,0
"Montserrat","gfdl-esm4 ssp585",0,0,10,0
"Montserrat","ipsl-cm6a-lr ssp126",0,0,10,0
"Montserrat","ipsl-cm6a-lr ssp585",0,0,10,0
"Morocco","gfdl-esm4 ssp126",0,0,10,0.054836138565
"Morocco","gfdl-esm4 ssp585",0.30674976258162,0,10,0.706711325255382
